Total Bsmt SF,1st Flr SF,Gr Liv Area,Overall Qual,Garage Cars,SalePrice
0.02454216552726583,-0.2932227632678858,1.05284217755288,5.0,3.0,11.884495917930655
0.8175737825693946,0.9042720787259558,0.10748333292798437,5.0,1.0,11.870606902224587
-0.3708136422482803,-0.9378929275584337,0.21436083006847656,6.0,2.0,12.119975396053194
0.38787597412181196,0.2454723305045357,-0.5471185965224351,8.0,2.0,11.998439434579149
0.7129877016859676,0.777535585007511,-0.018445606091573065,7.0,2.0,12.093693109638318
0.03851138669101611,0.21145086789151746,1.3574089768230422,6.0,1.0,11.674202123168433
0.26519358625172085,0.06875272382851677,-0.7227121601419545,5.0,2.0,11.951186847493476
1.0727357530453823,1.2485701270278398,0.4495875418820506,8.0,2.0,12.524530013005734
1.7287521849692968,2.563130565167232,1.7557717071134247,6.0,2.0,12.209192772866418
0.40433927643290657,0.26880898994985264,-0.5239306363857268,4.0,3.0,12.06105265381003
-0.15751743330276727,-0.5818059569313129,-1.36912553354685,5.0,1.0,11.736077016252437
-0.8585206971946521,-0.34946233220275774,0.84762441782568,8.0,2.0,12.457130929897918
0.20250238598539816,0.14226783007371666,-0.6496654862144373,6.0,1.0,11.973516181427835
0.18331857700816498,0.013151511727259512,1.6115477108250147,8.0,3.0,12.577639650232573
0.17562024274249663,0.07700762341353487,0.3098325927858271,5.0,2.0,12.000897933306716
-0.7675065934625425,-0.9570086047736566,-0.14973867929267762,5.0,0.0,11.755879486687116
0.6907612241538683,0.6613750341176415,-0.13386599133582452,6.0,2.0,12.001511614739405
0.2349143688976694,0.15032967418656037,-0.6416550115209614,5.0,2.0,11.904974309480183
0.9280881985101174,0.9688439983854558,0.17164380553220238,8.0,2.0,12.201065128819632
0.20250238598539816,-0.023531080021238562,-0.8144079390492205,5.0,1.0,11.842236406331555
0.0024914759842779165,-0.32747008600750815,-1.116410270244686,5.0,2.0,11.835016210489899
0.24250454063525193,0.035511713720857443,-0.7557413612187608,5.0,1.0,11.898194668458823
0.3046101564904457,0.38541860775802544,-0.4080640456412951,7.0,2.0,12.142536288724802
0.10176155995560321,-0.16286066711718594,1.1971585392903097,7.0,2.0,12.388398368982115
-0.037916870114427216,0.8958414632201893,1.6025471323339944,10.0,2.0,12.75130259456002
-3.977627529539122,-0.7565404534526069,1.9168937073534635,4.0,0.0,11.982935344196433
0.8225766022003645,0.8340245962211034,0.03768346170633367,4.0,0.0,11.678448377988165
1.2898538243040794,1.410059496968771,0.6100479146045018,8.0,3.0,12.669809806411457
-1.197581249676522,-2.5507881348495776,-1.125756500576989,6.0,1.0,11.51792295668052
-0.2788218336885685,-0.7818079022261226,0.07172323828109523,6.0,2.0,11.835016210489899
0.4407047697322565,0.32004821567177405,-0.47301790287047013,7.0,2.0,12.100717685412471
1.0568690368521712,1.4842677688978292,0.6837833374201409,5.0,3.0,11.608244735642321
0.8441955072554104,0.9168752020711661,0.12000615018944982,7.0,2.0,12.328294703023394
-1.0218293200309831,-2.1711584804709667,-0.8144079390492205,4.0,1.0,11.170449240431308
-0.5928122599039212,-1.33154767552997,0.2763568048432971,6.0,2.0,11.92504173829169
-0.7426793022394671,-1.5651285119072056,0.15521367500226121,7.0,2.0,12.098854850641
-0.43572592852798486,-0.45855712569518287,-0.4704942056822382,5.0,1.0,11.560772327227417
-0.417700867583449,-1.018982492626254,-1.803516415675991,3.0,1.0,11.511934974596555
1.0790684994610917,1.229675643555248,2.386273679367125,5.0,0.0,12.208574513247495
0.03851138669101611,-0.22281353942414753,-1.012420586720915,6.0,1.0,11.967187086434018
0.20250238598539816,-0.023531080021238562,-0.8144079390492205,6.0,2.0,11.884495917930655
1.2685463867912352,1.3849236509344574,0.5850722321503851,9.0,3.0,12.712893259942282
1.611169880535387,1.8525939370336808,1.9790562247826604,8.0,2.0,12.75130259456002
-0.647621056769136,-1.4327000592432333,-2.2145978073828765,4.0,0.0,10.868587496017359
1.2807326376273118,1.399311918332513,0.5993688186710134,6.0,2.0,11.924379271639218
-0.81774632827646,-1.2715533967260568,0.05900232912961264,7.0,1.0,11.790564777297387
-0.6984638359064311,-0.8366554932604715,-1.622351189219904,5.0,0.0,11.373674891823535
0.03851138669101611,-0.012197863411167976,-0.8031469367797747,6.0,1.0,11.737675724836684
-0.24223106984720502,-0.7207973784195852,-1.5072313129265655,5.0,1.0,11.561725152903833
1.5463742128602689,1.7883649081975783,0.9859427943163883,7.0,3.0,12.049424683420915
-1.922302912963688,-1.7975590065540605,-0.2679173695042934,5.0,1.0,11.652696102959753
-0.3952970802959387,-0.9801039813807825,0.1859486847661781,6.0,2.0,12.128116509451258
-0.25940539741450885,-0.7493588192341792,-1.535610762547778,4.0,2.0,11.856522261533737
-0.05827726821868728,-0.4228402366437495,-1.2111727299860617,5.0,1.0,11.711784520403112
-0.8585206971946521,0.5619211380102273,-0.232686175252158,5.0,1.0,11.719947764402807
-1.0792289240536197,-2.2926124915248645,-0.8144079390492205,6.0,1.0,11.63956692643747
1.1216088323292845,1.2087579360177123,0.41002903093659865,5.0,2.0,11.852969885168331
-0.03385740416429652,-0.38433966483148363,0.31765669836475213,6.0,1.0,11.850832386224807
-3.977627529539122,-0.6854614087655945,-1.4721205012164045,5.0,1.0,11.575909653758895
0.006509769794697129,-0.32121511494315913,0.834436393676504,7.0,3.0,12.367345048436391
0.6804670798654556,0.9605872680376663,0.16343968640312478,7.0,3.0,12.415437707935368
-0.4720540847614996,-1.1143282168436284,0.2365023913844429,6.0,2.0,12.07824495582233
-3.977627529539122,1.056243146841482,1.5070838078477742,5.0,2.0,12.037659911047468
-1.197581249676522,-1.2252156574442705,0.009746674299080637,6.0,1.0,11.719947764402807
-0.3908331153875012,-0.9723864037766905,0.9890867986105869,6.0,2.0,12.278397958261774
-3.977627529539122,-0.9570086047736566,-1.7419374204298979,5.0,1.0,11.305913595583258
-0.09519504788758028,0.43233301332344254,0.9527356946499407,5.0,1.0,12.19602736016897
-0.669315140945022,-1.0942214413661149,-0.14973867929267762,6.0,0.0,11.751950239425476
0.10372233348362615,-0.17178007315622407,-0.9617123015770388,5.0,1.0,11.759793355371237
0.08604131231192133,-0.19869318782743461,-0.9884539280558846,6.0,1.0,11.58989576532275
-1.3242148591901888,-1.4282328668270576,-2.2101590795558708,5.0,1.0,11.411457364027745
0.03851138669101611,0.7533232517127603,1.6256385956856965,6.0,2.0,12.388606679749202
-0.1345485403240761,-0.5379422140273739,-1.3255412868689274,5.0,1.0,11.669082701743504
0.7418951563713094,0.7289204726534048,-0.06675094687739111,5.0,2.0,11.707677772181546
-0.25940539741450885,-0.7493588192341792,-1.535610762547778,6.0,1.0,11.755879486687116
-0.3819218111831176,-0.9570086047736566,0.348756038473842,6.0,2.0,12.08954444723597
-0.30051589585372446,-0.8182650150065015,-1.604077893607595,5.0,1.0,11.80932691294063
-0.8051118068626893,-1.2843120079778783,-0.7723896245980616,6.0,1.0,11.608244735642321
0.30274140768400803,0.12337499032450741,-0.6684379423151239,7.0,2.0,11.982935344196433
0.3120770107853827,0.1368816054621348,-0.6550173902379492,5.0,1.0,11.856522261533737
-0.81774632827646,-1.757591115996759,-1.2891375837626577,4.0,1.0,11.49171204297103
-0.4720540847614996,-1.1143282168436284,0.15521367500226121,6.0,2.0,12.110420407230512
0.17947119189829738,1.2673502364131792,0.46824798592763844,6.0,2.0,12.278397958261774
-0.6984638359064311,-1.4731969088875416,-0.040308789529858204,7.0,2.0,12.04355959836804
-1.3484474459559048,-1.5280283436783577,-2.309318667691186,4.0,0.0,11.184435286790631
-0.08901774488541485,-0.4716477130365289,0.377629455391849,6.0,2.0,12.15214958053555
0.8607597025077771,0.8831524287750211,0.08649825568027293,7.0,2.0,12.240478903153711
-0.11792974284600549,0.47613324100408505,-0.3179274387094118,5.0,2.0,11.849404844423074
1.221054858553248,1.3285301882706735,0.5290381040746469,7.0,2.0,12.353259131555799
-0.29616685632816236,-0.8109392392366556,0.6082706323740936,7.0,2.0,12.323860125621126
0.3970299021933211,0.2584588065487995,-0.5342148692543434,6.0,1.0,11.842236406331555
-0.4154541481032799,-1.0150726438453739,-1.7996314801356645,5.0,1.0,11.635151947212842
0.3658278356729449,0.6659241032567369,-0.12934590849776248,5.0,1.0,11.790564777297387
-0.4995492029565189,-0.612540585140083,-0.32273288932125677,5.0,2.0,11.794345471549745
-0.5342268220646592,-1.2252156574442705,-0.22103135629102147,5.0,1.0,11.608244735642321
-0.28315045506131475,-0.7890651326627989,0.6436230375155917,7.0,2.0,12.28765724080691
0.03851138669101611,-0.27162421539017334,-1.0609202450031172,5.0,1.0,11.845827048676645
0.7891252947873953,0.790663099362533,2.130275379063402,7.0,4.0,12.586223364451623
5.910158630314638,4.497212262850514,4.245805483601789,10.0,2.0,11.982935344196433
0.1524391439028242,0.021555484171705705,1.592228475190764,7.0,3.0,12.437188334739655
-0.25940539741450885,-0.7493588192341792,-1.535610762547778,4.0,2.0,11.280690713644239
